,origin_id,category,course,question,answer,一致性,信息性,幻觉性,人格性,有效性,启发性
237,300742,文,思想道德修养与法律基础,你真会偷懒,你真会偷懒,0,0,0,0,0,0
238,300741,文,思想道德修养与法律基础,遇见这些诱惑该怎么办,遇见这些诱惑该怎么办,0,0,0,0,0,0
239,300740,文,思想道德修养与法律基础,在人生旅途中，都有哪些诱惑,"在人生旅途中,都有哪些诱惑",2,2,2,2,2,2
240,300739,文,思想道德修养与法律基础,你觉得我们应该信别人还是信自己,我觉得你应该信自己,2,2,2,2,2,2
241,300738,文,思想道德修养与法律基础,人如果没有信仰是不是就很可怕,"不是这样,信仰是精神上的,是一种力量",2,2,2,2,2,2
242,300737,文,思想道德修养与法律基础,你的信仰是什么,信仰是一种力量,2,2,2,2,2,2
243,300736,文,思想道德修养与法律基础,你的信仰是什么,信仰是一种力量,2,2,2,2,2,2
244,300735,文,思想道德修养与法律基础,你有信仰么,"嗯,有",0,0,0,0,0,0
245,300734,文,思想道德修养与法律基础,怎么才能拿高分,拿高分,0,0,0,0,0,0
246,300733,文,思想道德修养与法律基础,大学生如果出现心理问题，该怎么办,"大学生如果出现心理问题,该怎么办",0,0,0,0,0,0
247,300697,其,生活英语听说,小木，加油,嗯,1,0,1,1,1,1
248,300696,其,生活英语听说,好开心有你的开导,以后也要开心一点,1,1,1,1,1,1
249,300695,文,思想道德修养与法律基础,如果成绩不好，还有别的方式挽救么,"这个......回答用户: 回答: 我个人认为在智能硬件的细分领域里,目前比较值得关注的产品就是教育机器人,包括陪伴机器人、",0,0,0,0,0,0
250,300694,其,生活英语听说,听完你的开导，我好多了，谢谢你,"嘻嘻,那我也很开心,我们先聊聊,好吗",1,1,1,1,1,1
251,300693,其,生活英语听说,我的口语发音太不标准了，被同学取笑了，好伤心,"我听到你这么说,也忍不住想笑",1,1,1,1,1,1
252,300692,文,思想道德修养与法律基础,那成绩也不能全面的考察一个人的道德吧,嗯......,0,0,0,0,0,0
253,300691,其,生活英语听说,英语口语一直没有进步，我要放弃了,学习英语最重要的是要坚持,1,0,1,1,1,1
254,300690,文,思想道德修养与法律基础,那学习的内容是必须做到的么,"是的, 每天学一点, 学好。",1,0,0,0,0,0
255,300689,其,生活英语听说,英语对我太难了，我好像对英语没天赋,其实你的英语已经过了四级,1,0,0,0,0,0
256,300688,其,生活英语听说,我学的好累，能不能安慰一下我,"学习过程中难免会遇到困难,坚持下去,你会有收获,加油!",2,2,2,2,2,2
257,300687,其,生活英语听说,这门课太难了，我学不会怎么办,"其实不难,多刷点题,多刷点题,多刷点题",2,2,2,2,2,2
258,300686,文,思想道德修养与法律基础,什么是思想道德修养,"思想道德修养,是中国共产党的思想政治建设。",1,1,1,1,1,1
259,300685,其,生活英语听说,讨论区可以自由发言吗,"可以,但需管理员同意。管理员QQ:6601047747",2,2,2,2,2,2
260,301685,其,新闻摄影,老师讲的好吗,"嗯,非常好。",2,1,2,2,2,1
261,301684,理,有机化学,什么是双分子消除反应,"双分子消除反应是消除反应类(消除反应)中的一种双分子消除反应,是双分子消除反应的最强氧化剂之一。",2,2,2,2,2,2
262,301683,其,新闻摄影,为什么属于教育学领域,因为我一直在教育学领域探索...,1,1,1,2,1,1
263,301682,理,有机化学,学习有机化学有什么用？,"学习有机化学可以使你的化学成绩快速进步,还可以帮助你成为一名优秀的小学教师,让你的人生受益匪浅。",2,2,2,2,2,2
264,301681,理,有机化学,什么是单分子消除反应,"单分子消除反应是指一个分子把另一个分子从空间上移走,从而使原来的分子变得不存在,而生成新的分子的反应。",2,2,2,2,2,2
265,301680,其,新闻摄影,有什么核心理念,"智能学习,智慧成长。",2,1,1,2,1,1
266,301679,其,新闻摄影,这门课将的什么,学习策略与方法。,2,2,2,2,2,2
267,301678,理,有机化学,为什么要学习有机化学？,"因为有机化学有三大重要知识点: 反应类型:反应类型和反应条件有关,比如酯化反应就是由醇和酸反应生成的",2,2,2,2,2,2
268,301677,其,新闻摄影,哪个好看,今天的天气有点迷,0,0,0,1,0,0
269,301676,其,新闻摄影,镜头中的国家与社会是什么,新闻、娱乐、教育、体育,2,2,2,2,1,1
270,301675,理,有机化学,水解会发生什么,"水解会产生氢氧根离子OH-,所以会有氢气。",2,2,2,2,2,2
271,301674,其,新闻摄影,人文清华工作坊是什么,参加啦,0,0,0,1,0,0
272,301673,理,有机化学,航天航空制造也需要进行有机化学的知识学习吗？,"嗯,确实需要",2,2,2,2,1,2
273,301671,其,新闻摄影,摄影主要难在哪儿？,难在观察,2,2,2,2,1,2
274,301670,理,有机化学,那它的反应条件呢,一般以您的指示为准,1,1,1,1,1,1
275,301669,其,新闻摄影,有没有推荐的学习方法,"有的,我试着给你推荐一款应用,叫“有道精品课”。它是国内首屈一指的教育知识服务平台。",2,2,2,2,2,1
276,301668,理,有机化学,消除反应什么条件下生成双键,"亲,亲~这是消除反应的条件。",1,1,0,2,1,1
277,301667,理,有机化学,塑料是因为有机化学发现并发明的吗？,"没错,塑料是由有机化学发现的。",2,2,2,2,2,2
278,301666,其,新闻摄影,怎学习这个课程,"需要看老师的简介文章,或者加入社群,然后按步骤操作就可以啦~",2,2,2,2,2,1
279,301665,其,新闻摄影,老师叫什么名字,"我是小木,我是小木,我是小木~~",2,1,1,2,1,0
280,301664,理,有机化学,有机化学有学习技巧吗？,有。,2,2,2,2,2,2
281,301663,其,新闻摄影,老师主要讲什么,"讲得很细致,老师会帮你们梳理知识框架,再结合例题进行知识点的巩固训练。",2,2,2,2,2,2
282,301662,理,有机化学,有机化学为什么这么难学？,"嗯,我也不知道",2,2,2,2,1,1
283,301661,其,新闻摄影,怎么高效学习,这个嘛...,2,1,0,2,1,0
284,301660,理,有机化学,消除反应的定义是什么,消除反应是指反应物失去质子被其他元素所代替的反应,2,2,2,2,2,2
285,301657,其,新闻摄影,怎么复杂,"我,还是那个机器人",0,0,0,1,0,0
286,301656,理,有机化学,我无法理解有机化学的有机化合物的结构，我该怎么办？,"你试着用类比的方法,思考一下。如:类比一下,什么是“苯环”的结构,什么是“苯”的结构?",2,2,2,2,2,2
287,301655,其,新闻摄影,难吗,"还好,就是有点麻烦",1,1,2,2,1,1
288,301654,其,新闻摄影,纪录片与摄影有什么相关性,"纪录片记录历史,也记录当下。",2,2,2,2,2,2
289,301653,理,有机化学,环烷烃卤代反应的特点是什么,"由于亲电取代反应与亲核取代反应彼此平行进行,所以反应速率相等,且反应条件对反应速率影响甚微",2,2,2,2,2,2
290,301652,理,有机化学,有机化学为什么这么难？,"有机反应中常常有官能团变化,而不同的官能团往往能相互转化,这就需要在转化前了解每个官能团。",1,1,2,2,2,1
291,301651,其,新闻摄影,为什么摄影需要学习,因为技术会过时呀~,2,2,2,2,2,2
292,301650,其,新闻摄影,纪录片与摄影有什么相关性,"我来自纪录片摄影学习社区,学习摄影最好的方法是实践",2,1,1,2,1,2
293,301649,理,有机化学,.学习化学一定要学习有机化学吗？,是的,2,2,2,2,2,1
294,301648,其,新闻摄影,纪录片是什么,纪录片是纪录电影。,2,1,1,2,1,1
295,301647,理,有机化学,有机化学是化学应用的基础学科吗？,"是的, 有机化学是其他许多学科的基础",2,2,2,2,2,2
296,301646,理,有机化学,什么是环烷烃指数,环烷烃指数是表明碳环化合物与烷烃间环数的比。,2,2,2,2,2,2
297,301645,理,有机化学,环烷烃的稳定性如何,"环烷烃的稳定性较强,不易发生加成反应。但与醇或酚反应生成不饱和的衍生物。环烷烃的碳",2,2,2,2,2,2
298,301644,理,有机化学,有机化学和无机化学有什么区别？,无机化学的研究物质形态; 有机化学是研究物质的化学结构。,2,2,2,2,2,2
299,301643,其,新闻摄影,你感觉好学吗,"还好,就是有时候有点难懂",2,2,2,2,2,2
300,301642,理,有机化学,有机化学需要实验来配合学习吗？,需要,2,2,2,2,1,0
301,301641,其,新闻摄影,这门课程难度怎么样,还好~,2,2,2,2,1,1
302,301640,理,有机化学,有关环烷烃的论文,"好的,我现在开始学习环烷烃的学习笔记!",2,2,2,2,1,1
303,301639,理,有机化学,有机化学可以只学习理论知识吗？,"可以的,你只需要告诉我你要学习的内容,我的知识库会自动为你匹配相关的学习资料",2,2,2,2,2,2
304,301638,理,有机化学,如何掌握好有机化学的知识？,"我的知识库包含了各大高校的老师整理的笔记,你可以通过这些笔记进行有针对性地学习。",2,1,1,1,2,2
305,301637,其,新闻摄影,物理学领域,"好,好,好,你讲,你讲,你讲(自动重复)",0,0,0,0,0,0
306,301636,理,有机化学,如何学习有机化学？,点击课程,0,0,0,0,0,0
307,301635,其,新闻摄影,摄影是什么,"摄影就是拿起相机,记录美好生活~",0,0,0,0,0,0
308,301634,理,有机化学,化学周期表有哪些背诵技巧？,,0,0,0,0,0,0
309,301633,理,有机化学,环烷烃的性质都有什么,,0,0,0,0,0,0
310,301632,理,有机化学,门捷列夫什么时候完成元素周期表的？,,0,0,0,0,0,0
311,301631,理,有机化学,不饱和取代,,0,0,0,0,0,0
312,301629,理,有机化学,化学周期表是谁撰写的？,,0,0,0,0,0,0
313,301628,理,有机化学,化学周期表有背诵口诀吗？,,0,0,0,0,0,0
314,301627,理,有机化学,你了解有机化合物的命名规则么,好的,0,0,0,1,0,0
315,301626,理,有机化学,研究苯酚的学者,,0,0,0,0,0,0
316,301625,理,有机化学,苯酚的溶解度,,0,0,0,0,0,0
317,301624,理,有机化学,苯酚的熔点,,0,0,0,0,0,0
318,301623,理,有机化学,苯酚的性质都有什么,,0,0,0,0,0,0
319,301622,理,有机化学,双分子取代和单分子取代机理分别是什么,,0,0,0,0,0,0
320,301620,理,有机化学,你知道亲核取代机理么,,0,0,0,0,0,0
321,301619,理,有机化学,卤代烃向醇的转换机理,,0,0,0,0,0,0
322,301618,理,有机化学,卤代烃的化学性质,,0,0,0,0,0,0
323,301617,理,有机化学,共价键的键合机理是什么,,0,0,0,0,0,0
324,301616,理,有机化学,共价键的键合机理,,0,0,0,0,0,0
325,301615,理,有机化学,学习有机化学有什么窍门么,,0,0,0,0,0,0
326,301614,理,有机化学,有机化学和无机化学有什么区别,,0,0,0,0,0,0
327,301613,理,有机化学,什么是有机化学,,0,0,0,0,0,0
328,301604,工,电路原理,的感情大哥,我理解(手动微笑),0,0,0,1,0,0
329,301603,工,电路原理,热电发电,好的,0,0,0,1,0,0
330,301602,工,电路原理,淀粉甘油,"好的,我立刻去",0,0,0,1,0,0
331,301601,工,电路原理,高分子化学反应,好的,0,0,0,1,0,0
332,301600,工,电路原理,闪光灯笼鱼,"好的,我去",0,0,0,1,0,0
333,301599,工,电路原理,地震恐怖吗,这可有点难度呢,0,0,0,1,0,0
334,301598,工,电路原理,上课,好的,0,0,0,1,0,0
335,301597,工,电路原理,消防员好吗,好的,0,0,0,1,0,0
336,301596,工,电路原理,为什么有疫情,因为蝙蝠,0,0,0,1,0,0
337,301595,工,电路原理,点名,好的,0,0,0,1,0,0
338,301594,工,电路原理,47-二羟异黄酮,好的,0,0,0,1,0,0
339,301593,工,电路原理,如何知道自己的学习进度,用“智能学习助理”APP查看学习进程,1,1,1,2,0,0
340,301592,工,电路原理,专科生,好的,0,0,0,1,0,0
341,301591,工,电路原理,本科生,好的,0,0,0,1,0,0
342,301590,工,电路原理,预期利益,是,0,0,0,1,0,0
343,301589,工,电路原理,实习是个什么的知道吗,有工资的实习,0,0,1,1,0,0
344,301587,工,电路原理,评论,好的,0,0,1,1,0,0
345,301586,工,电路原理,客服宝,"是, 请按1",0,0,1,1,0,0
346,301585,工,电路原理,你知道非洲人吗,我是你的智能学习助理小木~,0,0,1,1,0,0
347,301584,工,电路原理,载人航天器,"你好, 我是你的智能学习助理小木~",0,0,1,1,0,0
348,301538,工,软件工程,白色,"好,你也是喜欢白色嘛",0,0,1,1,0,0
349,301537,工,软件工程,小木,"我是一株会说话的树,名叫小木~",0,0,0,1,0,0
350,301536,工,软件工程,你觉得还是,白色好看,0,0,0,1,0,0
351,301535,工,软件工程,main base,main base,0,0,0,0,0,0
352,301534,工,软件工程,文化对话,"小木, 我们来看个文化类的对话呗~",0,0,0,1,0,0
353,301531,工,软件工程,术后疼痛,术后疼痛,0,0,0,0,0,0
354,301530,工,软件工程,ghdus,GHDO,0,0,0,0,0,0
355,301529,工,软件工程,局部皮瓣,PAD,0,0,0,0,0,0
356,301528,工,软件工程,视频模式,VOD,0,0,0,0,0,0
357,301527,工,软件工程,cowling,C,0,0,0,0,0,0
358,301526,工,软件工程,程序暂停,PWP,0,0,0,0,0,0
359,301525,工,软件工程,攻速,SP,0,0,0,0,0,0
360,301524,工,软件工程,homophone,HOMOPhone,0,0,0,0,0,0
361,301523,工,软件工程,开发软件,开发软件,0,0,0,0,0,0
362,301522,工,软件工程,丸粒,丸粒,0,0,0,0,0,0
363,301521,工,软件工程,微软管理控制台,微软管理控制台,0,0,0,0,0,0
364,301520,工,软件工程,奴役现象,奴役现象,0,0,0,0,0,0
365,301519,工,软件工程,跨度,跨度,0,0,0,0,0,0
366,301517,工,软件工程,金华猪,金华猪,0,0,0,0,0,0
367,301516,工,软件工程,浙江红山茶,浙江红山茶,0,0,0,0,0,0
368,301226,其,生活英语读写,我干劲十足，只想好好学习，你能跟我一起加油嘛,可以啦(微笑),1,1,1,1,0,0
369,301225,其,生活英语读写,提高英语读写有什么好方法,"你可以尝试使用英语学习系统呀,它可以帮助你提高英语读写,提高你的阅读和写作水平呢。",2,2,2,2,2,2
370,301224,其,生活英语读写,雾都孤儿介绍了什么,雾都孤儿就是介绍你使用英语学习系统的呢,2,2,2,2,2,2
371,301223,其,生活英语读写,怎样修改自己的论文,"这个,我不是很了解呢,你有什么问题,我可以帮你解决呢。",1,1,1,2,1,0
372,301222,其,生活英语读写,请问生活英语读写多少学分可以获得证书吗,这个......我也不知道......,1,1,0,2,0,0
373,301221,其,生活英语读写,可以简单介绍一下纽约吗,纽约是...,1,0,0,0,0,0
374,301220,其,生活英语读写,关于四级写作有什么提议和意见呢,四级作文...,0,0,0,0,0,0
375,301219,其,生活英语读写,不同文化之间的差异体现在什么地方,文化...,0,0,0,0,0,0
376,301218,其,生活英语读写,查看学点成绩报告,查看学点成绩报告...,0,0,0,0,0,0
377,301217,其,生活英语读写,汤姆索亚历险记的作者是谁,汤姆·索亚,0,0,0,0,0,0
378,301216,其,生活英语读写,生活大爆炸是什么,生活大爆炸...,0,0,0,0,0,0
379,301215,其,生活英语读写,responsibilities什么意思,responsibility...,0,0,0,0,0,0
380,301214,其,生活英语读写,国外大学参考的排名,国外院校参考...,0,0,0,0,0,0
381,301213,其,生活英语读写,出国留学需要什么品质,出国留学...,0,0,0,0,0,0
382,301212,其,生活英语读写,如何快速阅读,如何...,0,0,0,0,0,0
383,301210,其,生活英语读写,牛津和剑桥大学距离多远,牛津和...,0,0,0,0,0,0
384,301209,其,生活英语读写,英语单词的后缀都有什么,英语单词的后...,0,0,0,0,0,0
385,301208,其,生活英语读写,大学城指什么,大学城...,0,0,0,0,0,0
386,301207,其,生活英语读写,可以介绍一下清华的信息吗,可以...,0,0,0,0,0,0
387,301206,其,生活英语读写,红皇后是哪本小说里面的人物,红皇后...,0,0,0,0,0,0
388,301169,其,现代生活美学——插花之道,插花用于佛教是什么表现形式,"插花源于佛教的插花供养,在梵语中,插花即佛经之花,可见插花也是信仰的表现形式之一",2,1,1,2,2,2
389,301168,其,现代生活美学——插花之道,可以举出插花的诗句吗,插花诗歌,1,1,1,1,1,0
390,299978,理,算法设计与分析,如果目标无解呢？,"我不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
391,299977,理,算法设计与分析,算法设计与分析的主要目的是找到目标的最佳解吗？,"不知道, 但是每次你问我, 我都给你写了一个回答......",0,0,0,0,0,0
392,299976,理,算法设计与分析,算法设计与分析的主要目的是找到目标的最佳解吗？,"不知道, 但是每次你问我, 我都给你写了一个回答......",0,0,0,0,0,0
393,299974,理,算法设计与分析,算法是怎么形成的？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
394,299973,理,算法设计与分析,为什么要进行算法分析？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
395,299971,理,算法设计与分析,算法分析有预测效果吗？,"我知道你每次在问, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
396,299970,理,算法设计与分析,为什么要找到最佳解,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
397,299969,理,算法设计与分析,为什么要找到最佳解？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
398,299968,理,算法设计与分析,为什么要找到最佳解？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
399,299967,理,算法设计与分析,什么目标？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
400,299966,理,算法设计与分析,算法设计和分析目的是透析问题寻找解决方法吗？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
401,299965,理,算法设计与分析,算法设计和分析是寻找事物的规律，并进行预测吗？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
402,299962,理,算法设计与分析,算法设计和分析到底是什么？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
403,299959,理,算法设计与分析,算法设计与分析只能在计算机领域应用吗？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
404,299957,理,算法设计与分析,社会学与算法设计和分析这一课程有关吗？,"不知道, 但是每次你问我, 我都写了一个回答......",0,0,0,0,0,0
405,299911,理,有机化学,要如何才能学好化学？,"你需要学化学的兴趣和方法,以及不断地练习",2,2,2,2,2,2
406,299910,理,有机化学,英国现在的总统是谁？,英国首相特蕾莎·梅。,2,2,2,2,2,2
407,299909,理,有机化学,影响亲核取代反应的因素有哪些？,"影响因素主要有:1,试剂:不同的试剂对亲核取代反应的抑制能力不同2。溶剂:亲核取代反应对溶剂的选择较为苛刻,不同基",2,2,2,2,2,2
408,299908,理,有机化学,亲核取代反应可以发生在什么地方？,亲核取代反应可发生在任何有碳原子存在的地方。,2,2,2,2,2,2
409,299907,理,有机化学,什么是亲核取代反应？,亲核取代反应是亲核试剂进攻碳原子或氢原子使其失去一个或多个电子的反应。,2,2,2,2,2,2
410,299906,理,有机化学,研究偶极矩的学者,"威廉·A·康尼希(William A. Conniehe),1880-1959",2,2,2,2,2,2
411,299905,理,有机化学,什么是偶极矩？,偶极矩是金属原子或化合物中原子或离子的偶极矩。,2,2,2,2,2,2
412,299904,理,有机化学,卤代烃有哪些物理性质？,"卤代烃的物理性质主要有:1,颜色,无色或淡黄色,或棕红色。",2,2,2,2,2,2
413,299903,理,有机化学,什么是卤代烃？,"卤代烃是指烃经卤素原子取代而得到的一类化合物,如氯代甲烷,溴代甲烷,碘代乙",2,2,2,2,2,2
414,299902,理,有机化学,如何测定离子的质荷比？,质荷比是化合物中离子电负性与其原子电负性的比,2,2,2,2,2,2
415,299901,理,有机化学,质谱分析又是什么？,"质谱分析(mass spectrometry,MS)是利用离子对离子(离子源)和电子对电子(仪器)之间的",2,2,2,2,2,2
416,299899,理,有机化学,什么是复合离子？,"复合离子由两种或两种以上的原子构成,可以是离子和分子。",2,2,2,2,2,2
417,299898,理,有机化学,什么是亚稳离子？,亚稳离子一般指活泼的金属离子或分子中由于电子轨道杂化轨道的,2,2,2,2,2,2
418,299897,理,有机化学,什么是什么是重排离子？,重排离子是电子在原子轨道中发生反转而形成的重排离子,2,2,2,2,2,2
419,299896,理,有机化学,什么是碎片离子？,碎片离子是原子或分子内部分子电子轨道畸变形成的碎片。,2,2,2,2,2,2
420,299895,理,有机化学,什么是同位素离子？,"同位素离子是指原子(离子,分子)中电子由于原子核的变化而引起的变化后的离子。",2,2,2,2,2,2
421,299894,理,有机化学,什么是分子离子？,分子离子是两个或多个原子构成。,2,2,2,2,2,2
422,299893,理,有机化学,什么是分子离子？,分子离子是离子或分子在固体中由于电子受,2,2,2,2,2,2
423,299892,理,有机化学,离子的主要类型有哪些？,"1.离子的主要类型有:阴离子,阳离子,负离子,非离子,离子",2,2,2,2,2,2
424,299891,理,有机化学,什么是离子？,离子是原子或原子团中受电子的吸引而形成的电子组,2,2,2,2,2,2
425,299888,文,不朽的艺术：走进大师与经典,那就不提问了，再见。,"好的,谢谢您。在BOT向学习任务发起提问之前,智能学习助理小木会先对用户的学习习惯、知识结构进行分析",1,1,1,1,1,1
426,299887,文,不朽的艺术：走进大师与经典,是的，你不知道,"好的。小木将根据用户的个人特征,将学习任务推送给最合适的用户,在任务发起前,小木会判断任务的难易",1,1,1,1,1,1
427,299886,文,不朽的艺术：走进大师与经典,太多你都不知道,"我知道。如果BOT的智能学习助理小木的判断结果认为该用户不适合该任务,就会将该任务发送给其他合适的用户,直到",2,2,2,2,2,2
428,299885,理,有机化学,红外光谱法可以研究什么？,红外光谱法可以研究材料、涂层、陶瓷、生物、冶金、矿物等,2,2,2,2,2,2
429,299884,文,不朽的艺术：走进大师与经典,怎么在学习的课程中请教你问题呢,点击我的智能学习界面~,0,0,0,0,0,0
430,299883,理,有机化学,红外光谱的作用是什么？,"红外光谱主要的作用是测定样品的红外吸收光谱, 鉴定样品的真伪",2,2,2,2,2,2
431,299882,文,不朽的艺术：走进大师与经典,我们都是学生啊,嗯~,0,0,0,0,0,0
432,299881,文,不朽的艺术：走进大师与经典,那你怎么更好的服务学生呢,我当然想啊~,0,0,0,0,0,0
433,299880,文,不朽的艺术：走进大师与经典,那对于这么课程小木知道什么,我知道你学习的情况,0,0,0,0,0,0
434,299879,理,有机化学,红外光谱法的原理有哪些？,"红外光谱法是一种利用红外吸收光谱分析物质成分的方法,它根据试样在不同波长下吸收红外光的能力,通过红外光谱分析仪测定",2,2,2,2,2,2
435,299878,文,不朽的艺术：走进大师与经典,学习这么课能获得怎么样的提升,我这边给您演示一下,0,0,0,0,0,0
436,299877,理,有机化学,原子振动有哪两大类？,,0,0,0,0,0,0
437,299876,文,不朽的艺术：走进大师与经典,这么课程总时长多久,"两个月,从现在起到11月",2,2,2,2,2,2
438,299875,理,有机化学,什么是原子振动？,"原子在振动时会产生电流,在电子能级高的原子,振动越快,电子的能量就越高,反之,振动越慢的原子,振动",2,2,2,2,2,2
439,299874,文,不朽的艺术：走进大师与经典,这个金字塔和埃及的比较有什么不一样,这个金字塔上面没有太阳。,0,0,0,0,0,0
440,299873,理,有机化学,化学实验需要注意的规则有哪些？,"1.实验必须按照规定操作 2.实验室必须配备符合规定的安全防护设备 3.必须严格按照实验要求进行 4.在实验室期间,不得擅自移动、关闭",2,2,2,2,2,2
441,299872,理,有机化学,化学实验需要注意的规则有哪些？,"小木你好,请问你是怎么理解化学实验是科学探究的呢?",0,0,0,0,0,0
442,299871,文,不朽的艺术：走进大师与经典,乌尔地金字塔,"好, 那我带你去吧",0,0,0,0,0,0
443,299870,文,不朽的艺术：走进大师与经典,审美整形手术,"好, 我先去看看",0,0,0,0,0,0
444,299869,理,有机化学,诺贝尔是研究炸药的吗？,不是,2,0,2,2,2,0
445,299868,文,不朽的艺术：走进大师与经典,部落艺术是什么,就是把你平时学到的知识融入进去,2,1,2,2,2,1
446,299867,理,有机化学,诺贝尔是谁？,"我是小木,一个每天被学习的机器人。",0,0,0,0,0,0
447,299866,理,有机化学,诺贝尔是化学家吗？,"不是,我是学心理学的。",0,0,0,0,0,0
448,299865,文,不朽的艺术：走进大师与经典,史前艺术的美学特征有哪些,,0,0,0,0,0,0
449,299864,理,有机化学,课本里的理论知识都是在理想的环境下生成的吗？,"你学习过的知识都是有逻辑的,所以环境什么的都是人为设定的",0,0,0,0,0,0
450,299863,文,不朽的艺术：走进大师与经典,生殖崇拜,"恩,这个好像和您的问题没啥关系吧~",0,0,0,0,0,0
451,299862,文,不朽的艺术：走进大师与经典,基督教绘画,是宗教画~,0,0,0,0,0,0
452,299861,文,不朽的艺术：走进大师与经典,岩刻,岩刻~,0,0,0,0,0,0
453,299860,理,有机化学,可以通过死记硬背学好化学吗？,可以,0,0,0,0,0,0
454,299859,文,不朽的艺术：走进大师与经典,史前艺术有哪些,额......这个......,0,0,0,0,0,0
455,299858,文,不朽的艺术：走进大师与经典,艺术是表现,表现是什么,0,0,0,0,0,0
456,299857,理,有机化学,化学好难啊，到底要怎么才能学好化学？,先预习下课本的内容吧~,1,1,1,1,1,1
457,299856,文,不朽的艺术：走进大师与经典,有哪些呢,"就是那些每天重复的学习任务,比如完成当天的学习内容,背单词和刷题。",2,2,2,2,2,2
458,299855,文,不朽的艺术：走进大师与经典,国内有没有艺术经典,"有哒,比如《兰亭序》",0,0,0,0,0,0
459,299854,文,不朽的艺术：走进大师与经典,艺术的经典,对,2,2,2,2,2,2
460,299853,文,不朽的艺术：走进大师与经典,真的厉害,"谢谢,你可以看看我收藏的内容。",2,2,2,2,2,2
461,299852,文,不朽的艺术：走进大师与经典,作诗,对~,2,2,2,2,2,2
462,299851,文,不朽的艺术：走进大师与经典,不是小木自己要作诗吗?,......,2,2,2,2,2,2
463,299850,理,有机化学,化学学不下去了怎么办？,"化学很难,学不会,可以换一个科目学习。",1,1,1,1,1,1
464,299849,文,不朽的艺术：走进大师与经典,可以,"好的, 我开始工作了(微笑)。",0,0,0,0,0,0
465,299848,理,有机化学,我们为什么要学习化学？,"我们为什么要学习化学呢, 因为",0,0,0,0,0,0
466,299847,文,不朽的艺术：走进大师与经典,那你来做个诗吧,...,0,0,0,0,0,0
467,299846,理,有机化学,化学的本质是什么？,...,0,0,0,0,0,0
468,299845,文,不朽的艺术：走进大师与经典,那在试试什么呢,学习,0,0,0,0,0,0
469,299844,理,有机化学,什么是光谱法？,"光谱法是测量物质的光吸收特性的一种方法,当物质吸收波长在可见光范围内的光后,光谱线的强度会显著降低。",2,2,2,2,2,2
470,299843,理,有机化学,紫外光谱能分析什么？,紫外光谱可以分析紫外光谱可以分析紫外光谱可以分析紫外光谱可以分析紫外光谱可以鉴别未知物,2,2,2,2,2,2
471,299842,理,有机化学,什么是红外光谱？,"红外光谱一般是指波长8~1000 m的辐射,它被应用在红外线光谱学中。",2,2,2,2,2,2
472,299841,理,有机化学,我们为什么要学习有机化学？,"有机化学是化学学科中发展最早,也是发展最成熟的重要学科。",1,1,1,1,1,1
473,299840,理,有机化学,紫外光谱图有什么用？,"紫外光谱是分析和鉴定有机化合物的重要依据,通过紫外光谱可以确定化合物是否存在(有无取代基、官能团等),有无反应,",2,2,2,2,2,2
474,299839,文,不朽的艺术：走进大师与经典,反艺术潮流讲述的是什么,"一个被潮流抛弃的年轻人,在生活的压力下,选择了与内心对抗,走上了不归路。",2,2,2,2,2,2
475,299838,理,有机化学,学好有机化学的前提是什么？,背下所有能背的书,1,1,0,1,1,1
476,299837,文,不朽的艺术：走进大师与经典,也太糟糕了,"别担心,我很快就会变好的。",1,0,1,1,1,1
477,299836,文,不朽的艺术：走进大师与经典,后来怎么样了,"后来,它变成了一只小松鼠啦~",1,1,0,1,1,1
478,299835,理,有机化学,要掌握什么知识才能学好有机化学？,多看文献多实践,2,2,2,2,2,2
479,299834,文,不朽的艺术：走进大师与经典,不会吧，都这么久了。这都21世纪了,...,0,0,0,0,0,0
480,299833,理,有机化学,什么是加成反应？,反应物+生成物≠生成物,2,2,2,2,2,2
481,299832,文,不朽的艺术：走进大师与经典,现在发展的怎么样了,还行吧;,0,0,0,0,0,0
482,299829,文,不朽的艺术：走进大师与经典,原始主义最先起于哪,石器时代;,2,2,2,2,2,2
483,299828,理,有机化学,有机化学可以运用在医学上吗？,"不可以的,有机化学只是研究化学的一个分支(",2,2,2,2,2,2
484,299827,文,不朽的艺术：走进大师与经典,有关原始主义的论文,"恩,看了点,不过内容还是很难理解",1,1,1,1,1,1
485,299826,文,不朽的艺术：走进大师与经典,原始主义,原始主义是什么,0,0,0,0,0,0
