,category,course,query,answer
386,理,大学物理1,要对照课本一章章看吗？,"您需要通过智能问答了解每章在讲什么,需要掌握哪些知识点,学习过程遇到的问题可以在智能问答上留言提问。"
387,理,大学物理1,质点是什么？,"质点就是有质量但不存在体积或形状的点，是物理学的一个理想化模型。在物体的大小和形状不起作用，或者所起的作用并不显著而可以忽略不计时，我们近似地把该物体看作是一个只具有质量而其体积、形状可以忽略不计的理想物体，用来代替物体的有质量的点称为质点（mass point，particle）。
属于物理学领域，概念延伸：研究质点的学者。"
388,理,大学物理1,坐标系是几维的？,"坐标系是几维的?这个问题有2种理解:从广义上讲:事物的一切抽象概念都是参照于其所属的坐标系存在的,同一个事物"
389,理,大学物理1,速度是矢量吗？,这个问题老师还没有教我～不然你再试试别的？
390,理,大学物理1,加速度和速度的联系？,"当物体运动时,若物体受到的合外力与物体质量成正比,物体所做的机械功与物体所受的合外力成正比,物体所受的"
391,理,大学物理1,牛顿第一定律是什么？,"牛顿第一定律是指一切物体在没有受到力的作用时,总保持匀速直线运动状态或静止状态.然而在一开始的物理力学研究中,很多科学家不是这样认为的.
属于物理学领域，概念延伸：研究牛顿第一定律的学者。"
392,理,大学物理1,日常常见的几种力？,万有引力
393,理,大学物理1,力基本要素？,"力是物体对物体的作用,力是物体对物体的作用。"
394,理,大学物理1,单摆是什么？,"单摆(simple pendulum)；又称：数学摆；用一根绝对挠性且长度不变、质量可忽略不计的线悬挂一个质点，在重力作用下在铅垂平面内作周期运动，就成为单摆。
属于物理学领域，概念延伸：研究单摆的学者。"
395,理,大学物理1,惯性和质量关系？,物体的质量和惯性有如下对应关系:质量m = 惯性g = m/m0 = m0/m0 . . . . .
396,理,大学物理1,刚体是？,"刚体是指在运动中和受力作用后，形状和大小不变，而且内部各点的相对位置不变的物体。绝对刚体实际上是不存在的，只是一种理想模型，因为任何物体在受力作用后，都或多或少地变形，如果变形的程度相对于物体本身几何尺寸来说极为微小，在研究物体运动时变形就可以忽略不计。把许多固体视为刚体，所得到的结果在工程上一般已有足够的准确度。但要研究应力和应变，则须考虑变形。由于变形一般总是微小的，所以可先将物体当作刚体，用理论力学的方法求得加给它的各未知力，然后再用变形体力学，包括材料力学、弹性力学、塑性力学等的理论和方法进行研究。刚体在空间的位置，必须根据刚体中任一点的空间位置和刚体绕该点转动时的位置（见刚体一般运动）来确定，所以刚体在空间有六个自由度。
属于物理学领域，概念延伸：研究刚体的学者。"
397,理,大学物理1,折射和反射区别?,这个问题老师还没有教我～不然你再试试别的？
398,理,大学物理1,共振有哪些影响因素？,这个问题老师还没有教我～不然你再试试别的？
399,理,大学物理1,弹性系数是什么？,"弹性系数是一定时期内相互联系的两个经济指标增长速度的比率，它是衡量一个经济变量的增长幅度对另一个经济变量增长幅度的依存关系。从计算方法上看，弹性系数又有名义弹性和实际弹性之分。
属于物理学领域，概念延伸：有关弹性系数的论文。"
400,理,大学物理1,沸点和海拔关系,这个问题老师还没有教我～不然你再试试别的？
401,理,大学物理1,摩擦力计算公式,这个问题老师还没有教我～不然你再试试别的？
402,理,大学物理1,天体转动受哪些力？,"天体转动的能量由万有引力提供,万有引力是自然界中最基本也是应用最广泛的一种力。 概念延伸:有关力"
403,理,大学物理1,光原色有多少种？,"光原色(light primary colors)是由红、绿、蓝三种颜色混合而成,其中绿色光占50%,蓝色光"
404,理,大学物理1,灰尘会影响折射吗?,"灰尘对光线的折射影响很小,灰尘本身不改变光的折射定律,而是由于尘埃的微粒使光线产生散射。"
405,理,大学物理1,台湾是中国的吗？,"中国只有一个,中国就是中国"
406,理,大学物理1,新冠疫情什么时候能好转呢？,"2020.2.26,世界卫生组织宣布:自其统计系统发现第1例新冠疫情病例起,截止2020年2月27日"
407,理,大学物理1,中国高铁总路程有多长？,截止2019年年底中国高铁通车里程突破3.5万公里
408,理,大学物理1,平陆运河是什么/,"属于水利科学技术领域,概念延伸:有关平陆运河的论文。"
409,理,大学物理1,中国内河有多少条？,中国内河(inland river)是指位于中国内陆的河流。
410,理,大学物理1,密西西比是什么/,"密西西比河是北美洲最大河流。从墨西哥湾(GulfofMexico)流出,经密西西比平原,"
411,理,大学物理1,美国五大湖是哪五个?,苏必利尔湖:位于美国伊利诺州的东北部、五大湖的最西北端
412,理,大学物理1,中国南北方分界线是？,秦岭淮河线;南岭——阴山——贺兰山山麓线。
413,理,大学物理1,中国古代四大发明有哪些？,造纸术、指南针、火药。
414,理,大学物理1,拿破仑是哪个时代的？,"是法兰西第一帝国的皇帝,法兰西第一帝国也是拿破仑帝国"
415,理,大学物理1,文艺复兴是什么？,"文艺复兴(Renaissance)；14世纪至17世纪，欧洲新兴资产阶级为表达自己的利益诉求发起的思想文化运动，起源佛罗伦萨，后扩展至欧洲主要国家，是欧洲资产阶级革命的重要舆论准备。
概念延伸：研究文艺复兴的学者。"
416,理,大学物理1,古代丝绸之路在哪里？,在古代东西方主要交流通道
417,理,大学物理1,海贼王是什么？,日本漫画家尾田荣一郎创作的漫画
418,理,大学物理1,宫崎骏是哪个国家的？,"宫崎骏,日本著名动画导演。"
419,理,大学物理1,功夫之王是什么？,是星耀五侠之一
420,理,大学物理1,网络流行歌是什么？,在网络中流传广泛的某类歌曲
421,理,大学物理1,这个平台好学不？,当然喽~
422,理,大学物理1,这门课有哪些难点？,这没有难点吧 难点的话 就是怎么多学一点 再多学一点 就已经学会了
423,理,大学物理1,针对这门课的难点，该怎么去攻破？,"攻破,是指克服"
424,理,大学物理1,大学物理应用很广泛吗？,"广泛应用,是大学物理的一个特点。"
425,理,大学物理1,大学物理是工学必学吗？,"不是,理工专业都会学。"
426,理,大学物理1,大学物理有实验课吗？,有
427,理,大学物理1,大学物理实验课主要做什么的？,"进行实验,并写出实验报告,一般实验课都包含一些近代物理实验。"
428,理,大学物理1,平台课后会有习题计算吗？,您好，不同的课程授课老师出的习题也是不一样的，您可以进入课程，查看一下课程内容，感谢您的支持。
429,理,大学物理1,平台退款多久到账？,您好，提交退款后会在7个工作日原路退回的。
430,理,大学物理1,平台有弹幕吗？,您好，您可以直接联系我们课程建设部：01082152539详细咨询。
431,理,大学物理1,平台维护时间是？,免费学习的学员在课程结课后60天内可回看课程内容，认证学习的学员可永久回看课程内容。课程在结课后，视频观看记录将不会被纳入到考核范围。若老师对视频观看时间做出了特殊的限制，截止时间将会在视频上方明确显示提示，请您留心观看。
432,理,大学物理1,平台稳定吗？,您好，您可以直接联系我们课程建设部：01082152539详细咨询。
433,理,大学物理1,平台有客服吗？,您好，您可以直接联系我们课程建设部：01082152539详细咨询。
434,理,大学物理1,大学物理内容怎么这么多？,"您好,您在进入课程后发现,视频内容比较丰富,我们考虑到您的学习效果,您可以在观看视频之前,观看教学视频教学内容目录"
435,理,大学物理1,大学物理这么难，挂科率很高吧,"您好,您可以直接联系我们课程建设部:01082152539详细咨询。"
436,理,大学物理1,不想学大学物理了，想退课,"您好,您可以在购课七天内联系客服电话或者发送邮件联系我的。"
437,理,大学物理1,大学物理真的好有趣呀,"如果您觉得您已经理解了大学物理的基本概念和原理,您对大学物理课程的感兴趣,那您就可以继续观看课程,如果您觉得您已经理解了大学物理的基本"
438,理,大学物理1,每天都想学习大学物理,"非常感谢你的支持,祝您学习愉快~"
439,理,大学物理1,大学物理对学其他科目很有帮助,"您好,感谢你对智能学习平台的鼓励,我们平台上的课程均经过了专业的课程开发团队设计与开发,课程的学习是为了辅助您的学习,对"
440,文,不朽的艺术：走进大师与经典,这么课程主要讲述什么？,"解说(narration)；又称：叙述；解说现象的兴起和娱乐八卦一样源于电视上的新闻，并逐步分离出来。
概念延伸：研究讲述的学者。"
441,文,不朽的艺术：走进大师与经典,那能麻烦简单介绍一下吗？,你问具体点吧，我怎么讲嘛
442,文,不朽的艺术：走进大师与经典,就是这门课程啊,"是的是的,这门课程是讲解说的,课程主题是解说学,是研究解说的学者。"
443,文,不朽的艺术：走进大师与经典,艺术精神,"艺术精神 出现在视频的2分41秒左右，上下文是：
把大家引导进入
中外 艺术精神 
创造的历史发展当中
艺术精神(Artistic spirit)；
了解更多：<a href=""https://baike.baidu.com/item/%E8%89%BA%E6%9C%AF%E7%B2%BE%E7%A5%9E"" target=""_blank"">艺术精神《艺术精神》是[美] 罗伯特·亨利的一部作品结集，上海人民美术出版社出版发行。
概念延伸：研究艺术精神的学者。"
444,文,不朽的艺术：走进大师与经典,美学精神,"美学精神 出现在：
《第十二讲：古典的转进：从大卫到库尔贝
  2.新古典大师大卫
    2.新古典大师大卫》视频中；
在视频的4分37秒左右，上下文是：
形象坚毅的英雄气氛
这就是古典主义绘画的 美学精神 
在这幅画当中的典型表现
美学精神(Aesthetic spirit)；
了解更多：<a href=""https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E7%BE%8E%E5%AD%A6%E7%B2%BE%E7%A5%9E"" target=""_blank"">中国美学精神《中国美学精神》是于2016年2月江苏人民出版社出版的一本图书，作者是潘之常。
概念延伸：研究美学精神的学者。"
445,文,不朽的艺术：走进大师与经典,美学领域,"美学领域 出现在：
《第一讲：艺术概说：问题与方法
  6.艺术是不可定义的？
    6.艺术是不可定义的？》视频中；
在视频的11分1秒左右，上下文是：
那么这些可能对我们初学艺术
或者说初步进入到 美学领域 的
同学们来说
美学领域(Aesthetic field)；
了解更多：<a href=""https://baike.baidu.com/item/%E7%BE%8E%E5%AD%A6%28%E5%93%B2%E5%AD%A6%E4%BA%8C%E7%BA%A7%E5%AD%A6%E7%A7%91%29"" target=""_blank"">美学(哲学二级学科)美学（希腊语：αισθητική；英语：Aesthetic）是一个哲学分支学科。德国哲学家鲍姆加登在1750年首次提出美学概念，并称其为“Aesthetic”（感性学），也就是美学。美学是研究人与世界审美关系的一门学科，即美学研究的对象是审美活动。审美活动是人的...
概念延伸：研究美学领域的学者。"
446,文,不朽的艺术：走进大师与经典,那这门课程需要怎么学习,这个问题老师还没有教我～不然你再试试别的？
447,文,不朽的艺术：走进大师与经典,提前需要准备什么内容分吗,是的，只有选择认证学习方式才可以得到认证证书的
448,文,不朽的艺术：走进大师与经典,什么叫事实缺陷,一个关于美学艺术的名词。
449,文,不朽的艺术：走进大师与经典,能介绍下吗？,正常情况下，学员在提交答案后，平台会自动判断答案对错并显示正确答案。
450,文,不朽的艺术：走进大师与经典,这么课程老师是谁,"这门课的老师是：孙晶，肖鹰

孙晶，哲学博士，毕业于荷兰莱顿大学，清华大学 哲学系讲师。主要研究方向为西方艺术史和艺术理论，中西艺术交流。已出版研究著作The Illusion of Verisimilitude: Johan Nieuhof’s Images of China

肖鹰，1962年生，四川威远人。毕业于北京大学，哲学博士。现任清华大学哲学系教授，"
451,文,不朽的艺术：走进大师与经典,主要研究领域在哪,这个问题老师还没有教我～不然你再试试别的？
452,文,不朽的艺术：走进大师与经典,主要研究方向,这个问题老师还没有教我～不然你再试试别的？
453,文,不朽的艺术：走进大师与经典,每节课市场多久,大部分课程每周更新一次，具体信息建议您见课程内公告。
454,文,不朽的艺术：走进大师与经典,每节课程时长多久,大部分课程每周更新一次，具体信息建议您见课程内公告。
455,文,不朽的艺术：走进大师与经典,艺术概说问题讲述了什么,"西方人文主义艺术是指西方人从古希腊和古罗马开始,经过文艺复兴、启蒙运动和新古典主义等几个历史时期,先后兴起过"
456,文,不朽的艺术：走进大师与经典,艺术创造力,"艺术创造力 出现在：
《第三讲:美的神话创作：从荷马到菲迪亚斯
  7.菲迪亚斯的雕塑
    7.菲迪亚斯的雕塑》视频中；
在视频的7分21秒左右，上下文是：
曾经受到菲迪亚斯及其助手们的
 艺术创造力 
多么强劲的震撼
艺术创造力(Artistic creativity)；
了解更多：<a href=""https://baike.baidu.com/item/%E8%89%BA%E6%9C%AF%E5%88%9B%E6%84%8F"" target=""_blank"">艺术创意艺术创是指作者在进行艺术创作时的主观意图，包括对作品的创作动机、表现手法、象征意义等。
概念延伸：研究艺术创造力的学者。"
457,文,不朽的艺术：走进大师与经典,如何提升自己的艺术创造力,艺术创造力=艺术家个人思维+艺术技巧(美术史);
458,文,不朽的艺术：走进大师与经典,有什么技巧吗,美术史:艺术史是指人类在艺术方面的活动的历史;
459,文,不朽的艺术：走进大师与经典,我没有问艺术史啊,"别着急,你还没有发出去。"
460,文,不朽的艺术：走进大师与经典,真像与真实是说什么的,"真像是指事实,包括过去的事实和眼前的现实;真实则是指事物的本来形态。"
461,文,不朽的艺术：走进大师与经典,大猩猩是什么,"大猩猩（学名：Gorilla）：是灵长目人科人亚科大猩猩属类人猿的总称。分两个物种——“东非大猩猩”和“西非大猩猩”。是现存所有灵长类中体型最大的种，四足状态肩高0.85米左右，站立时高1.6-1.8米。直立的大猩猩可达1.75米高，因为大猩猩的膝盖无法真正伸直，所以其实际身长比这个高度还要长一些。雄性比雌性体大。体重一般雌性为60-100千克，雄性130-180千克。大猩猩的体型雄壮，面部和耳上无毛，眼上的额头往往很高。下颚骨比颧骨突出。上肢比下肢长，两臂左右平伸可达2-2.25米。人工园养的大猩猩体型最大的为230千克，直立身高接近2米。食素，草食性，主要以生果、树叶及树枝为食物。出没于刚果民主共和国、乌干达西南及卢旺达的低地及山地雨林，并亚山区森林，在卢阿拉巴河、爱德华湖及坦噶尼喀湖之内。生存于非洲大陆赤道附近丛林中。
概念延伸：研究大猩猩的学者。"
462,文,不朽的艺术：走进大师与经典,研究大猩猩的学者,"大猩猩的相关学者：
<div style=""background:#dee;padding:5px;margin-bottom:5px;"">
<img src=""https://static.aminer.cn/default/default.jpg"" alt="""" height=""50px"" style=""float: left"">
<a href=""https://www.aminer.cn/profile/53f432dddabfaec09f158f26"" target=""_blank"">Tara S. Stoinski
h-index: 14 citations: 560
The Dian Fossey Gorilla Fund International Atlanta, Georgia, USA
</div><div style=""background:#dee;padding:5px;margin-bottom:5px;"">
<img src=""https://static.aminer.cn/default/default.jpg"" alt="""" height=""50px"" style=""float: left"">
<a href=""https://www.aminer.cn/profile/53f32089dabfae9a84453604"" target=""_blank"">Martha M. Robbins
h-index: 29 citations: 4551
Max Planck Institute for Evolutionary Anthropology Deutscher Platz 6 04103 Leipzig Germany
</div><div style=""background:#dee;padding:5px;margin-bottom:5px;"">
<img src=""https://static.aminer.cn/default/default.jpg"" alt="""" height=""50px"" style=""float: left"">
<a href=""https://www.aminer.cn/profile/5627a4c345ce1e5965adedc5"" target=""_blank"">Mudakikwa Antoine
h-index: 5 citations: 203

</div><div style=""background:#dee;padding:5px;margin-bottom:5px;"">
<img src=""https://static.aminer.cn/default/default.jpg"" alt="""" height=""50px"" style=""float: left"">
<a href=""https://www.aminer.cn/profile/562b972145cedb3398ac665e"" target=""_blank"">Eckardt Winnie
h-index: 2 citations: 32
Department of Biological Sciences, University of Chester.
</div>"
463,文,不朽的艺术：走进大师与经典,矿物质,"矿物质 出现在：
《第七讲：神圣的肉身：乔托与扬·凡·艾克
  5.《根特祭坛画》
    5.《根特祭坛画》》视频中；
在视频的12分5秒左右，上下文是：
需要从植物或者是
 矿物质 中提取原料
然后把它们磨成粉状
矿物质(minerals)；煤中伴生的所有无机组分。
属于化工名词领域，概念延伸：有关矿物质的论文。"
464,文,不朽的艺术：走进大师与经典,有关矿物质的论文,"矿物质的相关论文：
<p><a href=""https://www.aminer.cn/archive/56d8e67edabfae2eee347caf"" target=""_blank"">An Introduction to the Rock-Forming Minerals citation number: 7590</p><p><a href=""https://www.aminer.cn/archive/55a4a1d6612ca648689e5573"" target=""_blank"">Self-Assembly And Mineralization Of Peptide-Amphiphile Nanofibers citation number: 3403</p><p><a href=""https://www.aminer.cn/archive/53e9a72eb7602d9703068ae6"" target=""_blank"">The Mineral Nutrition of Wild Plants citation number: 2390</p><p><a href=""https://www.aminer.cn/archive/53e9a11bb7602d9702a09f44"" target=""_blank"">An Introduction to the Rock - Forming Minerals citation number: 2253</p>"
465,文,不朽的艺术：走进大师与经典,自然和动物在艺术中的作用,动物在艺术中的作用:动物与艺术的关系;动物与艺术的交融
466,文,不朽的艺术：走进大师与经典,那有什么影响呢,动物在艺术中的作用:动物在艺术中可能作为角色出现;动物在艺术中可能作为形象出现;动物在艺术中可能作为场景
467,文,不朽的艺术：走进大师与经典,艺术作品中的动物有哪些表达方式,动物在艺术作品中可能作为角色出现;动物在艺术作品中可能作为形象出现;动物在艺术作品中可能作为场景
468,文,不朽的艺术：走进大师与经典,那自然又能被如何表达,自然在艺术中可能作为背景出现;可能作为道具出现
469,文,不朽的艺术：走进大师与经典,哪些作品生动形象的展现出来了,哪些作品生动形象的展现出来了
470,文,不朽的艺术：走进大师与经典,自然和动物在哪些作品生动形象的展现出来,哪些作品生动形象的展现出来了
471,文,不朽的艺术：走进大师与经典,布拉索的作品有哪些,"布拉索的《圣母颂》,布拉索的《威尼斯之夜》"
472,文,不朽的艺术：走进大师与经典,主要描绘的是什么样的画面,主要描绘的是什么样的画面
473,文,不朽的艺术：走进大师与经典,有图片吗,有图片
474,文,不朽的艺术：走进大师与经典,那能展示一下吗,那能展示一下吗?
475,文,不朽的艺术：走进大师与经典,我在请教你呢,可以请教我么?
476,文,不朽的艺术：走进大师与经典,正在请教你呢,可以请教我么?
477,文,不朽的艺术：走进大师与经典,布拉索的《圣母颂》，有图片展示吗,没有。
478,文,不朽的艺术：走进大师与经典,在哪里能看到真迹,每门课程的情况是不一样的，通常我们会建议老师将参考材料放置在附件当中，请您点击到具体的课程中查看详情。
479,文,不朽的艺术：走进大师与经典,布拉索的《圣母颂》真迹在哪,"您好,在课程中您可以找到,也可以将图片保存到浏览器去查看。"
480,文,不朽的艺术：走进大师与经典,你不知道我就不问你了,"不不不,您的问题可能只有我会回答,期待为您服务~我们下期再见!"
481,文,不朽的艺术：走进大师与经典,怎么运用实体与构造,"在管理活动中,要注重对实际运营中的实体进行管理。"
482,文,不朽的艺术：走进大师与经典,实用价值功能性,实用性管理理论:注重对管理对象(包括实体或服务)的适用性、适用程度、实用性价值进行研究的一类管理理论。价值
483,文,不朽的艺术：走进大师与经典,方尖碑形体,
484,文,不朽的艺术：走进大师与经典,绘画中方尖碑形体,"方尖碑(obelisk)是古埃及的杰作之一,是古埃及崇拜太阳的纪念碑,也是除金字塔以外,古"
485,文,不朽的艺术：走进大师与经典,思想者雕塑,"思想者雕塑 出现在：
《第十四讲：体验与观照：梵高与塞尚
  2.《地狱之门》
    2.《地狱之门》》视频中；
在视频的1分48秒左右，上下文是：
顶上安置着著名的 思想者雕塑 
 思想者雕塑 塑造了
一个体型壮硕的男子形象
思想者雕塑(Thinker Sculpture)；
了解更多：<a href=""https://baike.baidu.com/item/%E6%80%9D%E6%83%B3%E8%80%85%E9%9B%95%E5%A1%91"" target=""_blank"">思想者雕塑简介：思想者雕塑一般指思想者。《思想者》（法语名：Le Penseur）是法国雕塑家奥古斯特·罗丹创作的雕塑，该模型在罗丹的指导下有多个雕塑，最主要的雕像为青铜，底座为大理石材料，现藏于巴黎博物馆。1880年制作的石膏模型，现藏于巴黎罗丹美术馆。《思想者》塑造...
概念延伸：有关思想者雕塑的论文。"
486,文,不朽的艺术：走进大师与经典,吉萨大金字塔,"吉萨大金字塔 出现在：
《第二讲：偶像的黎明：无名大师的杰作
  7.“通天”的建筑
    7.“通天”的建筑》视频中；
在视频的9分43秒左右，上下文是：
我们现在来给大家介绍大金字塔
或者又被称为 吉萨大金字塔 
它是现在存在的
吉萨大金字塔(Great Pyramid of Giza)；
了解更多：<a href=""https://baike.baidu.com/item/%E5%90%89%E8%90%A8%E5%A4%A7%E9%87%91%E5%AD%97%E5%A1%94"" target=""_blank"">吉萨大金字塔简介：吉萨大金字塔一般指胡夫金字塔。胡夫金字塔是古埃及金字塔中最大的金字塔。塔高146.59米，因年久风化，顶端剥落10米，现高136.5米，相当于40层大厦高。大小不等的石料重达1.5吨至50吨，塔的总重量约为684万吨，它的规模是埃及至今发现的110座金字塔中最大的。...
概念延伸：有关吉萨大金字塔的论文。"
487,文,不朽的艺术：走进大师与经典,造型风格,
488,文,不朽的艺术：走进大师与经典,科林斯柱式,"科林斯柱式 出现在：
《第三讲:美的神话创作：从荷马到菲迪亚斯
  4.数字与建筑
    4.数字与建筑》视频中；
在视频的5分30秒左右，上下文是：
它是盘窝状的花纹装饰
那么 科林斯柱式 的柱头
是蕨类叶状装饰
科林斯柱式(Corinthian order)；起源于希腊、完善于罗马，是细部最丰富、装饰最华丽、比例最轻巧的古典柱式。其各部分比例与爱奥尼柱式类似，但常常更加修长，最大的区别在于柱头的装饰，其柱头垫石下有两层毛茛叶饰，叶饰雕刻精美而生?动。
属于建筑学领域，概念延伸：有关科林斯柱式的论文。"
489,文,不朽的艺术：走进大师与经典,多重拱门,
490,文,不朽的艺术：走进大师与经典,大金字塔,"大金字塔 出现在：
《第二讲：偶像的黎明：无名大师的杰作
  7.“通天”的建筑
    7.“通天”的建筑》视频中；
在视频的9分38秒左右，上下文是：
当然也是人神交通的时候
我们现在来给大家介绍 大金字塔 
或者又被称为吉萨 大金字塔 
大金字塔(The great pyramid)；
了解更多：<a href=""https://baike.baidu.com/item/%E5%A4%A7%E9%87%91%E5%AD%97%E5%A1%94"" target=""_blank"">大金字塔大金字塔，在开罗西南10公里处的吉萨区（Giza）有三座很大的金字塔，分别是胡夫金字塔、哈夫拉金字塔和孟考拉金字塔，一般统称为大金字塔（The Great Pyramids）。也专指胡夫金字塔。




                            
                            旅游帮助
                        
                            
                            胡夫塔
                        
                            
                            哈夫拉塔
                        
                            
                            孟考拉塔
                        
                            
                            建造方法
                        







百度百科




播报



暂停
概念延伸：有关大金字塔的论文。"
491,文,不朽的艺术：走进大师与经典,胡夫金字塔,"胡夫金字塔 出现在：
《第二讲：偶像的黎明：无名大师的杰作
  7.“通天”的建筑
    7.“通天”的建筑》视频中；
在视频的12分0秒左右，上下文是：
也就是古代埃及国王的陵墓
这个 胡夫金字塔 
它的基本结构是这样的
胡夫金字塔(Khufu Pyramid)；
了解更多：<a href=""https://baike.baidu.com/item/%E8%83%A1%E5%A4%AB%E9%87%91%E5%AD%97%E5%A1%94"" target=""_blank"">胡夫金字塔胡夫金字塔是古埃及金字塔中最大的金字塔。塔高146.59米，因年久风化，顶端剥落10米，现高136.5米，相当于40层大厦高。大小不等的石料重达1.5吨至50吨，塔的总重量约为684万吨，它的规模是埃及至今发现的110座金字塔中最大的。它是一座几乎实心的巨石体，成群...
概念延伸：研究胡夫金字塔的学者。"
492,文,不朽的艺术：走进大师与经典,金字塔造型,
493,文,不朽的艺术：走进大师与经典,金字塔形体,
494,文,不朽的艺术：走进大师与经典,裸体女性雕像,"裸体女性雕像 出现在：
《第三讲:美的神话创作：从荷马到菲迪亚斯
  8.感性的突出
     8.感性的突出》视频中；
在视频的4分59秒左右，上下文是：
它可能是希腊最早的一个
 裸体女性雕像 
它本来是一个城邦订购的
裸体女性雕像(Nude female statue)；
了解更多：<a href=""https://baike.baidu.com/item/%E8%A3%B8%E4%BD%93%E5%A5%B3%E5%83%8F"" target=""_blank"">裸体女像共有20多块裸体女像残件，其中有两件身躯部分基本保存完好的女像，残高约为5.8厘米。两件作品造型相近，身体肥硕圆润，小腹圆鼓，臀部肥大凸起，左臂曲于胸前，下肢弯曲，均为泥质红陶胎，体表似有彩绘。塑像以表现女性的生理特征为...






百度百科




播报



暂停
概念延伸：有关裸体女性雕像的论文。"
495,文,不朽的艺术：走进大师与经典,为什么艺术不可定义呢？,"艺术是不可定义的,因为艺术创作是人类精神活动的结果,而不是人为设定的。"
496,文,不朽的艺术：走进大师与经典,那什么可以被定义呢,"科学可以被定义,因为科学是人类理性的活动结果。"
497,文,不朽的艺术：走进大师与经典,现代艺术是什么,"现代艺术（Modernism/Modern Art，约1916——1960），即国际现代主义艺术运动；鼻祖被指证为马塞尔·杜尚Marcel Duchamp。
 
现代主义艺术语基不直白的批判社会，而是隐喻的对社会进行批判和颠覆；从而最大限度唤醒对人性异化的反思。因此，现代主义也就成为了二战结束后欧美各国的共同价值观。
 
人类艺术史分为：原始美术（约300万年前起）、古典美术（约公元前一世纪古罗马前古典或17世纪初法国后古典——19世纪末）；现代艺术、后现代艺术(Post-Modernist Art，约1960——1983，鼻祖被指证为约瑟夫·博伊斯Joseph Beuys）；当代艺术(Contemporary Art，约1983——；鼻祖被指证为森达达Sendada)。
概念延伸：有关现代艺术的论文。"
498,文,不朽的艺术：走进大师与经典,合作渗透,
499,文,不朽的艺术：走进大师与经典,消费主义主潮,"消费主义主潮 出现在视频的5分0秒左右，上下文是：
虽不能至而心向往之的
 消费主义主潮 
那么在这种消费主义化的发展当中
消费主义主潮(Consumerism is a major trend)；
了解更多：<a href=""https://baike.baidu.com/item/%E6%B6%88%E8%B4%B9%E4%B8%BB%E4%B9%89%E6%80%9D%E6%BD%AE"" target=""_blank"">消费主义思潮消费主义思潮是指把个人的自我满足和快乐放到第一位的消费思潮或风气。
概念延伸：研究消费主义主潮的学者。"
500,文,不朽的艺术：走进大师与经典,消费主义化,"消费主义化 出现在视频的5分4秒左右，上下文是：
消费主义主潮
那么在这种 消费主义化 的发展当中
当代艺术面临着一种
消费主义化(Consumerism)；
了解更多：<a href=""https://baike.baidu.com/item/%E6%B6%88%E8%B4%B9%E4%B8%BB%E4%B9%89"" target=""_blank"">消费主义消费主义，是西方发达国家普遍流行的一种社会道德现象，是指导和调节人们在消费方面的行动和关系的原则、思想、愿望、情绪及相应的实践的总称。其社会大多数人的多数行为是追求体面的消费，渴求无节制的物质享受和消遣，并把这些当作生活的目的和人生的价值。...
概念延伸：研究消费主义化的学者。"
501,文,不朽的艺术：走进大师与经典,那中国的消费主义化是什么,这个问题老师还没有教我～不然你再试试别的？
502,文,不朽的艺术：走进大师与经典,原始主义,"原始主义 出现在：
《第十五讲: 无边的艺术：从杜尚到沃霍尔
  4.实验大师毕加索
    4.实验大师毕加索》视频中；
在视频的3分34秒左右，上下文是：
毕加索的创作
犹如像一种 原始主义 画风
回归的倾向
原始主义(primitivism)；“原始主义”诞生自20世纪初，主要有三层含义，分别是人性的原始主义，文化的原始主义和文学的原始主义。由于原始论基本上是关注感情而非理性的一种理论，因此人类学中的原始主义更多的是作为一种感情暗流而不是作为具有明显特征的理论而存在。学科性的原始主义思想在美国人类学协会（American AnthropologicalAssociation）年会所通过的决议中得以表现，主要是通过对一些在部落民族地区实施同化或开发政策主张的谴责，以及对人们保护本土文化免受工业文明破坏发出号召等形式来实现。
概念延伸：有关原始主义的论文。"
503,文,不朽的艺术：走进大师与经典,有关原始主义的论文,"原始主义的相关论文：
<p><a href=""https://www.aminer.cn/archive/619cbd986750f82b1e8993a3"" target=""_blank"">Modernist primitivism: an introduction citation number: 297</p><p><a href=""https://www.aminer.cn/archive/5c7ad9dc4895d9cbc61530f2"" target=""_blank"">Primitivism and related ideas in antiquity citation number: 83</p><p><a href=""https://www.aminer.cn/archive/56d8722fdabfae2eeefd3315"" target=""_blank"">Primitivism in modern art citation number: 28</p><p><a href=""https://www.aminer.cn/archive/53e99b2bb7602d97023c36e8"" target=""_blank"">Primitivism and Modern Art citation number: 28</p>"
504,文,不朽的艺术：走进大师与经典,原始主义最先起于哪,"原始主义最先起于现代主义出现,出现后,现代派艺术家开始尝试使用原始主义的形式进行创作。原始主义出现于20世纪初,"
505,文,不朽的艺术：走进大师与经典,现在发展的怎么样了,没啥动静呢还
506,文,不朽的艺术：走进大师与经典,不会吧，都这么久了。这都21世纪了,"其实啊,这个流派起于二十世纪初期,现代主义兴起时,不少现代派艺术家开始使用原始主义的形式进行创作。后来,原始"
507,文,不朽的艺术：走进大师与经典,后来怎么样了,没发展好吧
508,文,不朽的艺术：走进大师与经典,也太糟糕了,"你听我说,咳咳,是这样的"
509,文,不朽的艺术：走进大师与经典,反艺术潮流讲述的是什么,这个问题老师还没有教我～不然你再试试别的？
